sequence,depth,T_HW_ms,cycles,MMAC,weights,bottlenecks,block_cycles,hw_feasible_on_bitstream,infeasible_at
16-16-16-64-64-64,6,17.911600,1791160,197.452800,11387,PW-DW-DW-PW-PW-PW,518400/469300/119460/122400/280800/280800,1,
16-32-48-32-64-64,6,17.982960,1798296,210.585600,11531,PW-DW-DW-PW-PW-PW,518400/469300/238196/126000/165600/280800,1,
16-64-64-16-16-64,6,18.004680,1800468,197.452800,9083,PW-PW-DW-PW-PW-PW,518400/489600/475668/140400/54000/122400,0,b3 G*Cin=2560
16-64-32-16-32-64,6,18.004680,1800468,176.947200,7659,PW-PW-DW-PW-PW-PW,518400/489600/475668/82800/68400/165600,0,b3 G*Cin=2560
16-48-16-16-64-64,6,18.018320,1801832,176.947200,8427,PW-DW-DW-PW-PW-PW,518400/469300/356932/54000/122400/280800,1,
16-64-64-32-64,5,18.040680,1804068,223.257600,10875,PW-PW-DW-PW-PW,518400/489600/475668/154800/165600,0,b3 G*Cin=2560
16-16-64-48-48-64,6,18.085000,1808500,199.526400,11531,PW-DW-PW-PW-PW-PW,518400/469300/122400/266400/208800/223200,1,
16-32-32-48-48-64,6,18.090960,1809096,190.080000,10107,PW-DW-DW-PW-PW-PW,518400/469300/238196/151200/208800/223200,1,
16-64-16-48-64,5,18.094680,1809468,171.187200,7259,PW-PW-DW-PW-PW,518400/489600/475668/102600/223200,0,b3 G*Cin=2560
16-48-64-16-48-64,6,18.108320,1810832,206.899200,10507,PW-DW-DW-PW-PW-PW,518400/469300/356932/140400/102600/223200,1,
16-64-48-32-16-64,6,18.148680,1814868,193.766400,8827,PW-PW-DW-PW-PW-PW,518400/489600/475668/126000/82800/122400,0,b3 G*Cin=2560
16-64-16-32-32-64,6,18.148680,1814868,169.574400,7147,PW-PW-DW-PW-PW-PW,518400/489600/475668/68400/97200/165600,0,b3 G*Cin=2560
16-48-32-32-48-64,6,18.162320,1816232,193.766400,9595,PW-DW-DW-PW-PW-PW,518400/469300/356932/97200/151200/223200,1,
16-16-48-48-64-64,6,18.199600,1819960,210.585600,12299,PW-DW-DW-PW-PW-PW,518400/469300/119460/208800/223200/280800,1,
16-16-48-64-48-64,6,18.199600,1819960,206.899200,12043,PW-DW-DW-PW-PW-PW,518400/469300/119460/223200/266400/223200,1,
16-64-16-48-16-64,6,18.202680,1820268,154.828800,6123,PW-PW-DW-PW-PW-PW,518400/489600/475668/102600/111600/122400,0,b3 G*Cin=2560
16-32-64-32-64-64,6,18.270960,1827096,227.404800,12699,PW-DW-DW-PW-PW-PW,518400/469300/238196/154800/165600/280800,1,
16-32-64-64-32-64,6,18.270960,1827096,227.404800,12699,PW-DW-DW-PW-PW-PW,518400/469300/238196/280800/154800/165600,1,
16-64-48-16-32-64,6,18.292680,1829268,197.452800,9083,PW-PW-DW-PW-PW-PW,518400/489600/475668/111600/68400/165600,0,b3 G*Cin=2560
16-48-32-64-32-64,6,18.306320,1830632,203.212800,10251,PW-DW-DW-PW-PW-PW,518400/469300/356932/165600/154800/165600,1,
16-48-48-64-16-64,6,18.306320,1830632,199.526400,9995,PW-DW-DW-PW-PW-PW,518400/469300/356932/223200/140400/122400,1,
16-48-32-16-64-64,6,18.306320,1830632,193.766400,9595,PW-DW-DW-PW-PW-PW,518400/469300/356932/82800/122400/280800,1,
16-32-16-48-64-64,6,18.324960,1832496,197.452800,10619,PW-DW-DW-PW-PW-PW,518400/469300/238196/102600/223200/280800,1,
16-48-64-48-64,5,18.342320,1834232,223.257600,11643,PW-DW-DW-PW-PW,518400/469300/356932/266400/223200,1,
16-16-32-64-64-64,6,18.343600,1834360,217.958400,12811,PW-DW-DW-PW-PW-PW,518400/469300/119460/165600/280800/280800,1,
16-32-16-64-48-64,6,18.378960,1837896,186.393600,9851,PW-DW-DW-PW-PW-PW,518400/469300/238196/122400/266400/223200,1,
16-64-64-32-16-64,6,18.436680,1843668,217.958400,10507,PW-PW-DW-PW-PW-PW,518400/489600/475668/154800/82800/122400,0,b3 G*Cin=2560
16-64-32-32-32-64,6,18.436680,1843668,193.766400,8827,PW-PW-DW-PW-PW-PW,518400/489600/475668/97200/97200/165600,0,b3 G*Cin=2560
16-48-48-32-48-64,6,18.450320,1845032,214.272000,11019,PW-DW-DW-PW-PW-PW,518400/469300/356932/126000/151200/223200,1,
16-48-48-48-32-64,6,18.450320,1845032,210.585600,10763,PW-DW-DW-PW-PW-PW,518400/469300/356932/208800/126000/165600,1,
16-48-64-48-16-64,6,18.450320,1845032,206.899200,10507,PW-DW-DW-PW-PW-PW,518400/469300/356932/266400/111600/122400,1,
16-48-48-64-64,5,18.486320,1848632,226.944000,11899,PW-DW-DW-PW-PW,518400/469300/356932/223200/280800,1,
16-64-64-16-32-64,6,18.580680,1858068,217.958400,10507,PW-PW-DW-PW-PW-PW,518400/489600/475668/140400/68400/165600,0,b3 G*Cin=2560
16-64-32-48-64,5,18.580680,1858068,199.065600,9195,PW-PW-DW-PW-PW,518400/489600/475668/151200/223200,0,b3 G*Cin=2560
16-48-48-16-64-64,6,18.594320,1859432,210.585600,10763,PW-DW-DW-PW-PW-PW,518400/469300/356932/111600/122400/280800,1,
16-48-16-32-64-64,6,18.594320,1859432,197.452800,9851,PW-DW-DW-PW-PW-PW,518400/469300/356932/68400/165600/280800,1,
16-64-16-16-48-64,6,18.634680,1863468,176.947200,7659,PW-PW-DW-PW-PW-PW,518400/489600/475668/54000/102600/223200,0,b3 G*Cin=2560
16-32-48-48-48-64,6,18.666960,1866696,210.585600,11531,PW-DW-DW-PW-PW-PW,518400/469300/238196/208800/208800/223200,1,
16-64-32-48-16-64,6,18.688680,1868868,182.707200,8059,PW-PW-DW-PW-PW-PW,518400/489600/475668/151200/111600/122400,0,b3 G*Cin=2560
16-64-16-64-16-64,6,18.688680,1868868,164.275200,6779,PW-PW-DW-PW-PW-PW,518400/489600/475668/122400/140400/122400,0,b3 G*Cin=2560
16-64-48-32-32-64,6,18.724680,1872468,217.958400,10507,PW-PW-DW-PW-PW-PW,518400/489600/475668/126000/97200/165600,0,b3 G*Cin=2560
16-48-64-32-48-64,6,18.738320,1873832,234.777600,12443,PW-DW-DW-PW-PW-PW,518400/469300/356932/154800/151200/223200,1,
16-64-16-48-32-64,6,18.778680,1877868,182.707200,8059,PW-PW-DW-PW-PW-PW,518400/489600/475668/102600/126000/165600,0,b3 G*Cin=2560
16-48-16-48-48-64,6,18.792320,1879232,190.080000,9339,PW-DW-DW-PW-PW-PW,518400/469300/356932/102600/208800/223200,1,
16-16-64-48-64-64,6,18.805000,1880500,227.404800,13467,PW-DW-PW-PW-PW-PW,518400/469300/122400/266400/223200/280800,1,
16-16-64-64-48-64,6,18.805000,1880500,227.404800,13467,PW-DW-PW-PW-PW-PW,518400/469300/122400/280800/266400/223200,1,
16-32-32-48-64-64,6,18.810960,1881096,217.958400,12043,PW-DW-DW-PW-PW-PW,518400/469300/238196/151200/223200/280800,1,
16-32-32-64-48-64,6,18.810960,1881096,210.585600,11531,PW-DW-DW-PW-PW-PW,518400/469300/238196/165600/266400/223200,1,
16-64-16-64-64,5,18.868680,1886868,191.692800,8683,PW-PW-DW-PW-PW,518400/489600/475668/122400/280800,0,b3 G*Cin=2560
16-48-48-64-32-64,6,18.882320,1888232,231.091200,12187,PW-DW-DW-PW-PW-PW,518400/469300/356932/223200/154800/165600,1,
16-48-64-16-64-64,6,18.882320,1888232,227.404800,11931,PW-DW-DW-PW-PW-PW,518400/469300/356932/140400/122400/280800,1,
16-48-64-64-16-64,6,18.882320,1888232,227.404800,11931,PW-DW-DW-PW-PW-PW,518400/469300/356932/280800/140400/122400,1,
16-48-32-32-64-64,6,18.882320,1888232,217.958400,11275,PW-DW-DW-PW-PW-PW,518400/469300/356932/97200/165600/280800,1,
16-16-48-64-64-64,6,18.919600,1891960,238.464000,14235,PW-DW-DW-PW-PW-PW,518400/469300/119460/223200/280800/280800,1,
16-64-32-16-48-64,6,18.922680,1892268,197.452800,9083,PW-PW-DW-PW-PW-PW,518400/489600/475668/82800/102600/223200,0,b3 G*Cin=2560
16-64-64-32-32-64,6,19.012680,1901268,242.150400,12187,PW-PW-DW-PW-PW-PW,518400/489600/475668/154800/97200/165600,0,b3 G*Cin=2560
16-48-64-48-32-64,6,19.026320,1902632,234.777600,12443,PW-DW-DW-PW-PW-PW,518400/469300/356932/266400/126000/165600,1,
16-48-64-64-64,5,19.062320,1906232,254.822400,13835,PW-DW-DW-PW-PW,518400/469300/356932/280800/280800,1,
16-32-16-64-64-64,6,19.098960,1909896,217.958400,12043,PW-DW-DW-PW-PW-PW,518400/469300/238196/122400/280800/280800,1,
16-64-32-64-16-64,6,19.120680,1912068,195.840000,8971,PW-PW-DW-PW-PW-PW,518400/489600/475668/165600/140400/122400,0,b3 G*Cin=2560
16-64-48-48-64,5,19.156680,1915668,226.944000,11131,PW-PW-DW-PW-PW,518400/489600/475668/208800/223200,0,b3 G*Cin=2560
16-48-48-32-64-64,6,19.170320,1917032,238.464000,12699,PW-DW-DW-PW-PW-PW,518400/469300/356932/126000/165600/280800,1,
16-64-48-16-48-64,6,19.210680,1921068,217.958400,10507,PW-PW-DW-PW-PW-PW,518400/489600/475668/111600/102600/223200,0,b3 G*Cin=2560
16-32-64-48-48-64,6,19.242960,1924296,231.091200,12955,PW-DW-DW-PW-PW-PW,518400/469300/238196/266400/208800/223200,1,
16-64-32-48-32-64,6,19.264680,1926468,210.585600,9995,PW-PW-DW-PW-PW-PW,518400/489600/475668/151200/126000/165600,0,b3 G*Cin=2560
16-64-48-48-16-64,6,19.264680,1926468,210.585600,9995,PW-PW-DW-PW-PW-PW,518400/489600/475668/208800/111600/122400,0,b3 G*Cin=2560
16-64-16-64-32-64,6,19.264680,1926468,195.840000,8971,PW-PW-DW-PW-PW-PW,518400/489600/475668/122400/154800/165600,0,b3 G*Cin=2560
16-64-16-32-48-64,6,19.264680,1926468,193.766400,8827,PW-PW-DW-PW-PW-PW,518400/489600/475668/68400/151200/223200,0,b3 G*Cin=2560
16-48-32-48-48-64,6,19.278320,1927832,214.272000,11019,PW-DW-DW-PW-PW-PW,518400/469300/356932/151200/208800/223200,1,
16-64-32-64-64,5,19.300680,1930068,223.257600,10875,PW-PW-DW-PW-PW,518400/489600/475668/165600/280800,0,b3 G*Cin=2560
16-32-48-48-64-64,6,19.386960,1938696,238.464000,13467,PW-DW-DW-PW-PW-PW,518400/469300/238196/208800/223200/280800,1,
16-32-48-64-48-64,6,19.386960,1938696,234.777600,13211,PW-DW-DW-PW-PW-PW,518400/469300/238196/223200/266400/223200,1,
16-64-16-16-64-64,6,19.408680,1940868,197.452800,9083,PW-PW-DW-PW-PW-PW,518400/489600/475668/54000/122400/280800,0,b3 G*Cin=2560
16-48-64-32-64-64,6,19.458320,1945832,258.969600,14123,PW-DW-DW-PW-PW-PW,518400/469300/356932/154800/165600/280800,1,
16-48-64-64-32-64,6,19.458320,1945832,258.969600,14123,PW-DW-DW-PW-PW-PW,518400/469300/356932/280800/154800/165600,1,
16-64-64-16-48-64,6,19.498680,1949868,238.464000,11931,PW-PW-DW-PW-PW-PW,518400/489600/475668/140400/102600/223200,0,b3 G*Cin=2560
16-48-16-48-64-64,6,19.512320,1951232,217.958400,11275,PW-DW-DW-PW-PW-PW,518400/469300/356932/102600/223200/280800,1,
16-16-64-64-64-64,6,19.525000,1952500,258.969600,15659,PW-DW-PW-PW-PW-PW,518400/469300/122400/280800/280800/280800,1,
16-32-32-64-64-64,6,19.530960,1953096,242.150400,13723,PW-DW-DW-PW-PW-PW,518400/469300/238196/165600/280800/280800,1,
16-64-32-32-48-64,6,19.552680,1955268,217.958400,10507,PW-PW-DW-PW-PW-PW,518400/489600/475668/97200/151200/223200,0,b3 G*Cin=2560
16-48-16-64-48-64,6,19.566320,1956632,206.899200,10507,PW-DW-DW-PW-PW-PW,518400/469300/356932/122400/266400/223200,1,
16-64-32-64-32-64,6,19.696680,1969668,227.404800,11163,PW-PW-DW-PW-PW-PW,518400/489600/475668/165600/154800/165600,0,b3 G*Cin=2560
16-64-48-64-16-64,6,19.696680,1969668,227.404800,11163,PW-PW-DW-PW-PW-PW,518400/489600/475668/223200/140400/122400,0,b3 G*Cin=2560
16-64-32-16-64-64,6,19.696680,1969668,217.958400,10507,PW-PW-DW-PW-PW-PW,518400/489600/475668/82800/122400/280800,0,b3 G*Cin=2560
16-64-64-48-64,5,19.732680,1973268,254.822400,13067,PW-PW-DW-PW-PW,518400/489600/475668/266400/223200,0,b3 G*Cin=2560
16-64-48-32-48-64,6,19.840680,1984068,242.150400,12187,PW-PW-DW-PW-PW-PW,518400/489600/475668/126000/151200/223200,0,b3 G*Cin=2560
16-64-48-48-32-64,6,19.840680,1984068,238.464000,11931,PW-PW-DW-PW-PW-PW,518400/489600/475668/208800/126000/165600,0,b3 G*Cin=2560
16-64-64-48-16-64,6,19.840680,1984068,238.464000,11931,PW-PW-DW-PW-PW-PW,518400/489600/475668/266400/111600/122400,0,b3 G*Cin=2560
16-48-48-48-48-64,6,19.854320,1985432,238.464000,12699,PW-DW-DW-PW-PW-PW,518400/469300/356932/208800/208800/223200,1,
16-64-48-64-64,5,19.876680,1987668,254.822400,13067,PW-PW-DW-PW-PW,518400/489600/475668/223200/280800,0,b3 G*Cin=2560
16-32-64-48-64-64,6,19.962960,1996296,258.969600,14891,PW-DW-DW-PW-PW-PW,518400/469300/238196/266400/223200/280800,1,
16-32-64-64-48-64,6,19.962960,1996296,258.969600,14891,PW-DW-DW-PW-PW-PW,518400/469300/238196/280800/266400/223200,1,
16-64-48-16-64-64,6,19.984680,1998468,238.464000,11931,PW-PW-DW-PW-PW-PW,518400/489600/475668/111600/122400/280800,0,b3 G*Cin=2560
16-64-16-32-64-64,6,19.984680,1998468,217.958400,10507,PW-PW-DW-PW-PW-PW,518400/489600/475668/68400/165600/280800,0,b3 G*Cin=2560
16-48-32-48-64-64,6,19.998320,1999832,242.150400,12955,PW-DW-DW-PW-PW-PW,518400/469300/356932/151200/223200/280800,1,
16-48-32-64-48-64,6,19.998320,1999832,234.777600,12443,PW-DW-DW-PW-PW-PW,518400/469300/356932/165600/266400/223200,1,
16-32-48-64-64-64,6,20.106960,2010696,266.342400,15403,PW-DW-DW-PW-PW-PW,518400/469300/238196/223200/280800/280800,1,
16-64-64-32-48-64,6,20.128680,2012868,266.342400,13867,PW-PW-DW-PW-PW-PW,518400/489600/475668/154800/151200/223200,0,b3 G*Cin=2560
16-64-16-48-48-64,6,20.182680,2018268,210.585600,9995,PW-PW-DW-PW-PW-PW,518400/489600/475668/102600/208800/223200,0,b3 G*Cin=2560
16-64-48-64-32-64,6,20.272680,2027268,258.969600,13355,PW-PW-DW-PW-PW-PW,518400/489600/475668/223200/154800/165600,0,b3 G*Cin=2560
16-64-64-16-64-64,6,20.272680,2027268,258.969600,13355,PW-PW-DW-PW-PW-PW,518400/489600/475668/140400/122400/280800,0,b3 G*Cin=2560
16-64-64-64-16-64,6,20.272680,2027268,258.969600,13355,PW-PW-DW-PW-PW-PW,518400/489600/475668/280800/140400/122400,0,b3 G*Cin=2560
16-64-32-32-64-64,6,20.272680,2027268,242.150400,12187,PW-PW-DW-PW-PW-PW,518400/489600/475668/97200/165600/280800,0,b3 G*Cin=2560
16-48-16-64-64-64,6,20.286320,2028632,238.464000,12699,PW-DW-DW-PW-PW-PW,518400/469300/356932/122400/280800/280800,1,
32-16-64,3,20.387560,2038756,91.238400,2091,PW-DW-PW,979200/937156/122400,0,b2 G*Cin=2560
16-64-64-48-32-64,6,20.416680,2041668,266.342400,13867,PW-PW-DW-PW-PW-PW,518400/489600/475668/266400/126000/165600,0,b3 G*Cin=2560
16-48-64-48-48-64,6,20.430320,2043032,262.656000,14379,PW-DW-DW-PW-PW-PW,518400/469300/356932/266400/208800/223200,1,
16-64-64-64-64,5,20.452680,2045268,286.387200,15259,PW-PW-DW-PW-PW,518400/489600/475668/280800/280800,0,b3 G*Cin=2560
16-64-48-32-64-64,6,20.560680,2056068,266.342400,13867,PW-PW-DW-PW-PW-PW,518400/489600/475668/126000/165600/280800,0,b3 G*Cin=2560
16-48-48-48-64-64,6,20.574320,2057432,266.342400,14635,PW-DW-DW-PW-PW-PW,518400/469300/356932/208800/223200/280800,1,
16-48-48-64-48-64,6,20.574320,2057432,262.656000,14379,PW-DW-DW-PW-PW-PW,518400/469300/356932/223200/266400/223200,1,
16-64-32-48-48-64,6,20.668680,2066868,238.464000,11931,PW-PW-DW-PW-PW-PW,518400/489600/475668/151200/208800/223200,0,b3 G*Cin=2560
16-32-64-64-64-64,6,20.682960,2068296,290.534400,17083,PW-DW-DW-PW-PW-PW,518400/469300/238196/280800/280800/280800,1,
16-48-32-64-64-64,6,20.718320,2071832,266.342400,14635,PW-DW-DW-PW-PW-PW,518400/469300/356932/165600/280800/280800,1,
16-64-64-32-64-64,6,20.848680,2084868,290.534400,15547,PW-PW-DW-PW-PW-PW,518400/489600/475668/154800/165600/280800,0,b3 G*Cin=2560
16-64-64-64-32-64,6,20.848680,2084868,290.534400,15547,PW-PW-DW-PW-PW-PW,518400/489600/475668/280800/154800/165600,0,b3 G*Cin=2560
16-64-16-48-64-64,6,20.902680,2090268,238.464000,11931,PW-PW-DW-PW-PW-PW,518400/489600/475668/102600/223200/280800,0,b3 G*Cin=2560
16-64-16-64-48-64,6,20.956680,2095668,227.404800,11163,PW-PW-DW-PW-PW-PW,518400/489600/475668/122400/266400/223200,0,b3 G*Cin=2560
16-48-64-48-64-64,6,21.150320,2115032,290.534400,16315,PW-DW-DW-PW-PW-PW,518400/469300/356932/266400/223200/280800,1,
16-48-64-64-48-64,6,21.150320,2115032,290.534400,16315,PW-DW-DW-PW-PW-PW,518400/469300/356932/280800/266400/223200,1,
16-64-48-48-48-64,6,21.244680,2124468,266.342400,13867,PW-PW-DW-PW-PW-PW,518400/489600/475668/208800/208800/223200,0,b3 G*Cin=2560
16-48-48-64-64-64,6,21.294320,2129432,294.220800,16571,PW-DW-DW-PW-PW-PW,518400/469300/356932/223200/280800/280800,1,
16-64-32-48-64-64,6,21.388680,2138868,266.342400,13867,PW-PW-DW-PW-PW-PW,518400/489600/475668/151200/223200/280800,0,b3 G*Cin=2560
16-64-32-64-48-64,6,21.388680,2138868,258.969600,13355,PW-PW-DW-PW-PW-PW,518400/489600/475668/165600/266400/223200,0,b3 G*Cin=2560
32-32-64,3,21.545520,2154552,137.548800,3771,PW-DW-DW,979200/937156/238196,0,b2 G*Cin=2560
32-16-16-64,4,21.582160,2158216,96.998400,2491,PW-DW-DW-PW,979200/937156/119460/122400,0,b2 G*Cin=2560
16-64-16-64-64-64,6,21.676680,2167668,258.969600,13355,PW-PW-DW-PW-PW-PW,518400/489600/475668/122400/280800/280800,0,b3 G*Cin=2560
16-64-64-48-48-64,6,21.820680,2182068,294.220800,15803,PW-PW-DW-PW-PW-PW,518400/489600/475668/266400/208800/223200,0,b3 G*Cin=2560
16-48-64-64-64-64,6,21.870320,2187032,322.099200,18507,PW-DW-DW-PW-PW-PW,518400/469300/356932/280800/280800/280800,1,
16-64-48-48-64-64,6,21.964680,2196468,294.220800,15803,PW-PW-DW-PW-PW-PW,518400/489600/475668/208800/223200/280800,0,b3 G*Cin=2560
16-64-48-64-48-64,6,21.964680,2196468,290.534400,15547,PW-PW-DW-PW-PW-PW,518400/489600/475668/223200/266400/223200,0,b3 G*Cin=2560
32-16-32-64,4,22.014160,2201416,117.504000,3915,PW-DW-DW-PW,979200/937156/119460/165600,0,b2 G*Cin=2560
16-64-32-64-64-64,6,22.108680,2210868,290.534400,15547,PW-PW-DW-PW-PW-PW,518400/489600/475668/165600/280800/280800,0,b3 G*Cin=2560
32-16-16-16-64,5,22.122160,2212216,102.758400,2891,PW-DW-DW-PW-PW,979200/937156/119460/54000/122400,0,b2 G*Cin=2560
32-16-32-16-64,5,22.410160,2241016,112.204800,3547,PW-DW-DW-PW-PW,979200/937156/119460/82800/122400,0,b2 G*Cin=2560
16-64-64-48-64-64,6,22.540680,2254068,322.099200,17739,PW-PW-DW-PW-PW-PW,518400/489600/475668/266400/223200/280800,0,b3 G*Cin=2560
16-64-64-64-48-64,6,22.540680,2254068,322.099200,17739,PW-PW-DW-PW-PW-PW,518400/489600/475668/280800/266400/223200,0,b3 G*Cin=2560
32-16-48-64,4,22.590160,2259016,138.009600,5339,PW-DW-DW-PW,979200/937156/119460/223200,0,b2 G*Cin=2560
32-16-16-16-16-64,6,22.662160,2266216,108.518400,3291,PW-DW-DW-PW-PW-PW,979200/937156/119460/54000/54000/122400,0,b2 G*Cin=2560
16-64-48-64-64-64,6,22.684680,2268468,322.099200,17739,PW-PW-DW-PW-PW-PW,518400/489600/475668/223200/280800/280800,0,b3 G*Cin=2560
32-16-16-32-64,5,22.698160,2269816,123.264000,4315,PW-DW-DW-PW-PW,979200/937156/119460/68400/165600,0,b2 G*Cin=2560
32-16-48-16-64,5,22.698160,2269816,121.651200,4203,PW-DW-DW-PW-PW,979200/937156/119460/111600/122400,0,b2 G*Cin=2560
32-48-64,3,22.732880,2273288,183.859200,5451,PW-DW-DW,979200/937156/356932,0,b2 G*Cin=2560
32-32-16-64,4,22.769520,2276952,132.249600,3403,PW-DW-DW-PW,979200/937156/238196/122400,0,b2 G*Cin=2560
32-16-32-16-16-64,6,22.950160,2295016,117.964800,3947,PW-DW-DW-PW-PW-PW,979200/937156/119460/82800/54000/122400,0,b2 G*Cin=2560
32-16-32-32-64,5,22.986160,2298616,136.396800,5227,PW-DW-DW-PW-PW,979200/937156/119460/97200/165600,0,b2 G*Cin=2560
32-16-64-16-64,5,23.015560,2301556,131.097600,4859,PW-DW-PW-PW-PW,979200/937156/122400/140400/122400,0,b2 G*Cin=2560
32-16-16-32-16-64,6,23.094160,2309416,117.964800,3947,PW-DW-DW-PW-PW-PW,979200/937156/119460/68400/82800/122400,0,b2 G*Cin=2560
32-16-64-64,4,23.195560,2319556,158.515200,6763,PW-DW-PW-PW,979200/937156/122400/280800,0,b2 G*Cin=2560
32-32-32-64,4,23.201520,2320152,156.441600,5083,PW-DW-DW-PW,979200/937156/238196/165600,0,b2 G*Cin=2560
32-16-16-16-32-64,6,23.238160,2323816,129.024000,4715,PW-DW-DW-PW-PW-PW,979200/937156/119460/54000/68400/165600,0,b2 G*Cin=2560
32-16-48-16-16-64,6,23.238160,2323816,127.411200,4603,PW-DW-DW-PW-PW-PW,979200/937156/119460/111600/54000/122400,0,b2 G*Cin=2560
16-64-64-64-64-64,6,23.260680,2326068,353.664000,19931,PW-PW-DW-PW-PW-PW,518400/489600/475668/280800/280800/280800,0,b3 G*Cin=2560
32-16-48-32-64,5,23.274160,2327416,149.529600,6139,PW-DW-DW-PW-PW,979200/937156/119460/126000/165600,0,b2 G*Cin=2560
32-32-16-16-64,5,23.309520,2330952,138.009600,3803,PW-DW-DW-PW-PW,979200/937156/238196/54000/122400,0,b2 G*Cin=2560
32-16-32-32-16-64,6,23.382160,2338216,131.097600,4859,PW-DW-DW-PW-PW-PW,979200/937156/119460/97200/82800/122400,0,b2 G*Cin=2560
32-16-32-16-32-64,6,23.526160,2352616,138.470400,5371,PW-DW-DW-PW-PW-PW,979200/937156/119460/82800/68400/165600,0,b2 G*Cin=2560
32-16-64-16-16-64,6,23.555560,2355556,136.857600,5259,PW-DW-PW-PW-PW-PW,979200/937156/122400/140400/54000/122400,0,b2 G*Cin=2560
32-16-64-32-64,5,23.591560,2359156,162.662400,7051,PW-DW-PW-PW-PW,979200/937156/122400/154800/165600,0,b2 G*Cin=2560
32-32-32-16-64,5,23.597520,2359752,151.142400,4715,PW-DW-DW-PW-PW,979200/937156/238196/82800/122400,0,b2 G*Cin=2560
32-16-16-48-64,5,23.616160,2361616,143.769600,5739,PW-DW-DW-PW-PW,979200/937156/119460/102600/223200,0,b2 G*Cin=2560
32-16-48-32-16-64,6,23.670160,2367016,144.230400,5771,PW-DW-DW-PW-PW-PW,979200/937156/119460/126000/82800/122400,0,b2 G*Cin=2560
32-16-16-32-32-64,6,23.670160,2367016,142.156800,5627,PW-DW-DW-PW-PW-PW,979200/937156/119460/68400/97200/165600,0,b2 G*Cin=2560
32-16-16-48-16-64,6,23.724160,2372416,127.411200,4603,PW-DW-DW-PW-PW-PW,979200/937156/119460/102600/111600/122400,0,b2 G*Cin=2560
32-32-48-64,4,23.777520,2377752,180.633600,6763,PW-DW-DW-PW,979200/937156/238196/223200,0,b2 G*Cin=2560
32-16-48-16-32-64,6,23.814160,2381416,147.916800,6027,PW-DW-DW-PW-PW-PW,979200/937156/119460/111600/68400/165600,0,b2 G*Cin=2560
32-32-16-16-16-64,6,23.849520,2384952,143.769600,4203,PW-DW-DW-PW-PW-PW,979200/937156/238196/54000/54000/122400,0,b2 G*Cin=2560
32-32-48-16-64,5,23.885520,2388552,164.275200,5627,PW-DW-DW-PW-PW,979200/937156/238196/111600/122400,0,b2 G*Cin=2560
32-32-16-32-64,5,23.885520,2388552,158.515200,5227,PW-DW-DW-PW-PW,979200/937156/238196/68400/165600,0,b2 G*Cin=2560
32-64-64,3,23.920240,2392024,230.169600,7131,PW-DW-DW,979200/937156/475668,0,b2 G*Cin=2560;b3 G*Cin=2560
32-48-16-64,4,23.956880,2395688,167.500800,4315,PW-DW-DW-PW,979200/937156/356932/122400,0,b2 G*Cin=2560
32-16-32-32-32-64,6,23.958160,2395816,155.289600,6539,PW-DW-DW-PW-PW-PW,979200/937156/119460/97200/97200/165600,0,b2 G*Cin=2560
32-16-64-32-16-64,6,23.987560,2398756,157.363200,6683,PW-DW-PW-PW-PW-PW,979200/937156/122400/154800/82800/122400,0,b2 G*Cin=2560
32-16-32-48-64,5,24.102160,2410216,160.588800,6907,PW-DW-DW-PW-PW,979200/937156/119460/151200/223200,0,b2 G*Cin=2560
32-16-64-16-32-64,6,24.131560,2413156,157.363200,6683,PW-DW-PW-PW-PW-PW,979200/937156/122400/140400/68400/165600,0,b2 G*Cin=2560
32-32-32-16-16-64,6,24.137520,2413752,156.902400,5115,PW-DW-DW-PW-PW-PW,979200/937156/238196/82800/54000/122400,0,b2 G*Cin=2560
32-16-16-16-48-64,6,24.156160,2415616,149.529600,6139,PW-DW-DW-PW-PW-PW,979200/937156/119460/54000/102600/223200,0,b2 G*Cin=2560
32-32-64-16-64,5,24.173520,2417352,177.408000,6539,PW-DW-DW-PW-PW,979200/937156/238196/140400/122400,0,b2 G*Cin=2560
32-32-32-32-64,5,24.173520,2417352,175.334400,6395,PW-DW-DW-PW-PW,979200/937156/238196/97200/165600,0,b2 G*Cin=2560
32-16-32-48-16-64,6,24.210160,2421016,144.230400,5771,PW-DW-DW-PW-PW-PW,979200/937156/119460/151200/111600/122400,0,b2 G*Cin=2560
32-16-16-64-16-64,6,24.210160,2421016,136.857600,5259,PW-DW-DW-PW-PW-PW,979200/937156/119460/122400/140400/122400,0,b2 G*Cin=2560
32-16-48-32-32-64,6,24.246160,2424616,168.422400,7451,PW-DW-DW-PW-PW-PW,979200/937156/119460/126000/97200/165600,0,b2 G*Cin=2560
32-32-16-32-16-64,6,24.281520,2428152,153.216000,4859,PW-DW-DW-PW-PW-PW,979200/937156/238196/68400/82800/122400,0,b2 G*Cin=2560
32-16-16-48-32-64,6,24.300160,2430016,155.289600,6539,PW-DW-DW-PW-PW-PW,979200/937156/119460/102600/126000/165600,0,b2 G*Cin=2560
32-32-64-64,4,24.353520,2435352,204.825600,8443,PW-DW-DW-PW,979200/937156/238196/280800,0,b2 G*Cin=2560
32-48-32-64,4,24.388880,2438888,195.379200,6251,PW-DW-DW-PW,979200/937156/356932/165600,0,b2 G*Cin=2560
